Date,Crop,Location,Supply_Tonnes,Transport_Cost_Per_Km,Fuel_Price,Market_Price
2024-02-14 12:22:17.897066,Wheat,Kolkata,141.4894238738719,12.465307223824283,93.1034683053651,42.28
2024-02-14 12:22:17.897066,Potato,Chennai,116.12820515806771,18.27593736465699,101.72575160796318,47.44
2024-02-14 12:22:17.897066,Wheat,Mumbai,111.60363562446153,19.34698377930897,108.12586923167905,51.13
2024-02-14 12:22:17.897066,Tomato,Delhi,71.23388633822778,14.846946910864675,108.56753743981108,62.76
2024-02-15 12:22:17.897066,Wheat,Mumbai,82.72891926428132,15.659868701533753,102.66884035124491,47.67
2024-02-15 12:22:17.897066,Rice,Mumbai,89.71927069067935,13.245829518218866,98.65092127169248,50.55
2024-02-15 12:22:17.897066,Onion,Bangalore,102.35609469002182,10.024620209874913,106.60091405822206,65.07
2024-02-15 12:22:17.897066,Rice,Bangalore,64.32243322171934,13.999100185263568,96.82385551787486,54.8
2024-02-15 12:22:17.897066,Potato,Mumbai,79.18518716839445,17.46512667807083,106.35198239872744,49.44
2024-02-15 12:22:17.897066,Tomato,Chennai,154.377254042912,15.114420300435087,102.92036600893513,56.48
2024-02-15 12:22:17.897066,Potato,Mumbai,43.882389395953616,13.03276257394942,94.43372986742719,60.31
2024-02-15 12:22:17.897066,Tomato,Mumbai,125.54270048563899,10.370223774332302,98.19265584993552,56.35
2024-02-15 12:22:17.897066,Tomato,Bangalore,107.14924340985493,18.277834245044946,105.7104191669325,58.18
2024-02-15 12:22:17.897066,Potato,Delhi,101.40078114517354,17.85471322822297,102.45784836548677,49.56
2024-02-15 12:22:17.897066,Rice,Kolkata,106.57244664633262,19.985438912227192,101.99179190170672,48.43
2024-02-16 12:22:17.897066,Wheat,Kolkata,143.18252797426638,13.91984247325538,96.39272273210831,49.36
2024-02-16 12:22:17.897066,Wheat,Delhi,111.34072932708477,16.082106642922454,103.02685146259773,48.32
2024-02-16 12:22:17.897066,Onion,Bangalore,111.07661716124836,19.14444518849036,99.4202728847222,59.51
2024-02-16 12:22:17.897066,Tomato,Chennai,103.22943806099752,19.075821669644796,102.10285889586171,60.68
2024-02-16 12:22:17.897066,Rice,Kolkata,58.9831480537604,18.866602392118626,108.81098350323059,54.83
2024-02-16 12:22:17.897066,Potato,Delhi,112.1730440624698,18.60731362616724,104.60165743126682,44.26
2024-02-16 12:22:17.897066,Wheat,Delhi,81.80030394888425,14.397666933991816,95.45345050084447,51.39
2024-02-16 12:22:17.897066,Wheat,Mumbai,99.21144494333227,18.93416457662333,95.16893725512048,48.16
2024-02-16 12:22:17.897066,Wheat,Mumbai,67.41286117204402,13.583229714137294,95.94914350003918,52.09
2024-02-16 12:22:17.897066,Wheat,Bangalore,66.18296037134562,12.411782983842302,95.57987516113607,53.97
2024-02-16 12:22:17.897066,Onion,Delhi,111.112628367645,17.82061172802985,91.18865905687767,61.03
2024-02-16 12:22:17.897066,Rice,Delhi,111.32301840826791,13.440552157521843,105.8205933175593,47.76
2024-02-16 12:22:17.897066,Potato,Delhi,132.95302723225595,19.31053041078993,96.90880854763532,48.92
2024-02-16 12:22:17.897066,Potato,Chennai,81.7120760706882,12.219203164457873,98.77616336621458,53.95
2024-02-16 12:22:17.897066,Wheat,Mumbai,106.05027619099512,14.49125414457016,99.36512507315788,50.04
2024-02-17 12:22:17.897066,Onion,Chennai,67.59744409199851,12.458706490245753,102.30160050751434,68.11
2024-02-17 12:22:17.897066,Onion,Kolkata,65.9799196806136,19.414813334480954,102.3481264893037,68.73
2024-02-17 12:22:17.897066,Rice,Delhi,106.25462366813234,11.038507302479676,97.89594611511916,48.69
2024-02-17 12:22:17.897066,Onion,Kolkata,59.880501700133486,12.880618647863853,109.66362197015363,71.05
2024-02-17 12:22:17.897066,Onion,Bangalore,107.93494526684847,16.973375615486184,95.44911510954171,58.37
2024-02-17 12:22:17.897066,Onion,Chennai,102.99903771761737,18.66668178287306,99.65477836857355,63.44
2024-02-17 12:22:17.897066,Wheat,Kolkata,66.89054703380197,12.627591253956624,91.30528924471233,52.44
2024-02-17 12:22:17.897066,Wheat,Bangalore,141.77747937473995,17.783288028980166,100.4738698767444,45.56
2024-02-17 12:22:17.897066,Tomato,Bangalore,131.20743876297328,16.27613733091284,109.73616310203602,58.02
2024-02-17 12:22:17.897066,Potato,Bangalore,79.53132823065694,18.447085281533532,106.4978795589288,48.78
2024-02-17 12:22:17.897066,Onion,Chennai,116.74198360186247,11.449854750083356,109.18434592190384,61.7
2024-02-17 12:22:17.897066,Onion,Delhi,119.4500054999401,18.11761507520516,108.53160085525718,64.07
2024-02-17 12:22:17.897066,Rice,Mumbai,56.139877138333496,12.876096788077378,105.03880114214925,61.39
2024-02-17 12:22:17.897066,Tomato,Bangalore,113.24585500853003,17.10904682839987,97.42783875065415,59.86
2024-02-17 12:22:17.897066,Potato,Mumbai,114.11772549437359,10.291744231802355,99.21410969828281,46.41
2024-02-17 12:22:17.897066,Rice,Chennai,73.72340273873428,11.791765700451382,102.39650967040888,49.48
2024-02-17 12:22:17.897066,Wheat,Chennai,102.6414556076231,13.281990832426803,98.44901044346175,46.29
2024-02-18 12:22:17.897066,Wheat,Mumbai,85.50039679868485,16.067000482737107,100.70176063520572,50.67
2024-02-18 12:22:17.897066,Wheat,Kolkata,96.76141528542436,18.919532514627416,103.746270338368,50.9
2024-02-18 12:22:17.897066,Tomato,Chennai,154.37588271488593,17.627803866075595,101.62795571184236,53.6
2024-02-18 12:22:17.897066,Onion,Kolkata,174.8715242499727,13.869088588571318,95.87224025009255,58.09
2024-02-18 12:22:17.897066,Potato,Bangalore,66.0743744910018,17.210515947618923,102.21308662681965,51.04
2024-02-18 12:22:17.897066,Rice,Mumbai,114.11175012402195,12.003579377450496,103.2810706246546,44.02
2024-02-18 12:22:17.897066,Wheat,Chennai,113.52068224252781,10.775614338886028,105.04087223758101,48.8
2024-02-18 12:22:17.897066,Wheat,Delhi,76.36781338155718,12.514692239510499,97.44003333518624,50.59
2024-02-18 12:22:17.897066,Potato,Mumbai,119.34509238466478,11.60767369352702,97.13953232230402,45.91
2024-02-18 12:22:17.897066,Potato,Kolkata,127.47653720386273,15.03381553920178,91.03975336519207,42.71
2024-02-19 12:22:17.897066,Rice,Mumbai,128.84056078434878,13.617200742196008,97.3794415901153,45.75
2024-02-19 12:22:17.897066,Wheat,Mumbai,146.8254923203313,10.646046546262532,106.27309257392199,41.38
2024-02-19 12:22:17.897066,Wheat,Mumbai,86.80471877361259,18.780589473846995,94.73296991149384,50.41
2024-02-19 12:22:17.897066,Tomato,Kolkata,100.1434352211062,14.408256398792618,103.724189817967,59.78
2024-02-19 12:22:17.897066,Wheat,Bangalore,134.35978720532083,17.536400227334475,106.0011605976454,52.76
2024-02-19 12:22:17.897066,Onion,Bangalore,115.77285288802868,18.656602282707155,109.10058493416847,59.95
2024-02-19 12:22:17.897066,Potato,Bangalore,60.94415189809495,12.280650623755925,101.59940292821696,57.02
2024-02-19 12:22:17.897066,Onion,Kolkata,90.44369959158388,19.011309070780413,98.33009726855656,62.27
2024-02-19 12:22:17.897066,Tomato,Bangalore,101.10088655618416,18.05834990377722,105.62933131581894,58.25
2024-02-19 12:22:17.897066,Potato,Kolkata,155.0503028695488,15.828764609175732,93.98061228381165,47.55
2024-02-19 12:22:17.897066,Tomato,Bangalore,38.1807490955062,17.49541259956191,109.66502714665745,77.2
2024-02-19 12:22:17.897066,Potato,Bangalore,141.56143173797952,11.902597164758587,104.44922871377302,46.17
2024-02-19 12:22:17.897066,Rice,Delhi,88.14768294070875,16.397604659173705,99.22736012930599,50.69
2024-02-19 12:22:17.897066,Potato,Delhi,128.08345481838373,14.539270470570616,107.69931270631466,48.11
2024-02-20 12:22:17.897066,Potato,Kolkata,85.45704744362986,17.749051272163435,106.41478236766835,50.4
2024-02-20 12:22:17.897066,Tomato,Mumbai,86.44405703663118,19.013772702033695,107.03500628485895,60.25
2024-02-20 12:22:17.897066,Tomato,Mumbai,69.67443083066794,18.603342776722975,98.22371240517157,58.96
2024-02-20 12:22:17.897066,Wheat,Kolkata,167.58033675589422,16.562526510046137,92.97099363918971,43.37
2024-02-20 12:22:17.897066,Tomato,Mumbai,160.45113329645034,18.41177143043611,97.76807393612305,55.53
2024-02-20 12:22:17.897066,Wheat,Kolkata,90.54036283728246,15.798512254006125,107.49593472721983,49.34
2024-02-20 12:22:17.897066,Potato,Kolkata,115.62749119207842,14.76630820786175,100.20380285008488,46.93
2024-02-20 12:22:17.897066,Tomato,Kolkata,109.1876597217063,16.725897858134054,104.02729619072612,60.78
2024-02-20 12:22:17.897066,Tomato,Kolkata,100.8101077107602,11.442137940553627,105.74263588029396,55.91
2024-02-20 12:22:17.897066,Rice,Bangalore,54.218167947291136,14.102714652059074,109.94194828576666,61.34
2024-02-20 12:22:17.897066,Wheat,Mumbai,119.61693939878953,11.857580626620141,105.84014465215087,41.79
2024-02-20 12:22:17.897066,Tomato,Kolkata,152.11291511860435,19.45561396467753,98.85062901965823,59.26
2024-02-20 12:22:17.897066,Wheat,Mumbai,77.36144175506399,19.40530769770193,90.68123941797433,51.34
2024-02-20 12:22:17.897066,Rice,Delhi,75.71106808377245,14.064068001115537,99.60871957414655,50.91
2024-02-21 12:22:17.897066,Onion,Bangalore,80.11221006640521,12.113164630585645,101.34141108951015,67.96
2024-02-21 12:22:17.897066,Onion,Mumbai,98.57520912017849,12.516890069711826,90.59056132760152,62.94
2024-02-21 12:22:17.897066,Wheat,Chennai,116.09273603051389,13.718914685482709,95.14570258933068,46.88
2024-02-21 12:22:17.897066,Wheat,Bangalore,138.4122032136777,18.432052122280105,96.62570992553822,43.7
2024-02-21 12:22:17.897066,Potato,Delhi,85.16701325866569,12.085300888216167,106.0953439378508,49.65
2024-02-21 12:22:17.897066,Tomato,Kolkata,25.365849014046518,16.63467178752333,94.27778692900006,85.31
2024-02-21 12:22:17.897066,Tomato,Delhi,166.9113644857759,10.846549112842638,92.57244610761772,54.35
2024-02-21 12:22:17.897066,Wheat,Delhi,94.14521959719085,10.162114963309381,106.02091677249385,51.26
2024-02-21 12:22:17.897066,Onion,Bangalore,71.00219308327912,17.21854775888913,102.77588681650931,67.74
2024-02-21 12:22:17.897066,Rice,Chennai,101.87536365193239,12.270420876208348,94.01450178053886,49.67
2024-02-21 12:22:17.897066,Onion,Kolkata,109.24506258517559,15.243545819761085,91.01361408790878,63.85
2024-02-21 12:22:17.897066,Tomato,Delhi,112.8955330145867,17.356329427622537,103.97317907473806,58.83
2024-02-21 12:22:17.897066,Potato,Delhi,131.0295941650195,13.260680884796182,103.23144739835934,46.21
2024-02-21 12:22:17.897066,Tomato,Kolkata,116.86138098351246,14.210325830669685,103.65405682464461,59.99
2024-02-21 12:22:17.897066,Potato,Mumbai,71.17271143606031,16.486947169024663,94.38487890676507,53.25
2024-02-21 12:22:17.897066,Rice,Chennai,135.6205009723252,19.106311990573413,92.07147179715956,46.7
2024-02-21 12:22:17.897066,Onion,Mumbai,63.577878481844785,17.959322687927454,100.18532555163044,66.44
2024-02-22 12:22:17.897066,Onion,Bangalore,146.14496508705287,17.153376660970274,104.05019539993066,62.76
2024-02-22 12:22:17.897066,Onion,Delhi,75.28316751970776,12.45960030750737,102.12408341419595,67.84
2024-02-22 12:22:17.897066,Onion,Delhi,140.85079333676555,11.997368303860688,97.47373026333008,62.01
2024-02-22 12:22:17.897066,Onion,Bangalore,93.49851615058637,15.546834568465274,107.87457123004286,62.36
2024-02-22 12:22:17.897066,Rice,Kolkata,193.74991525225596,14.5617439451501,104.63203055319678,44.62
2024-02-22 12:22:17.897066,Rice,Bangalore,117.91345796549754,14.61751005518816,90.8403783069309,50.54
2024-02-22 12:22:17.897066,Rice,Chennai,85.14633536046698,19.90471483299455,107.46229469214,52.06
2024-02-22 12:22:17.897066,Onion,Bangalore,99.02120306172831,18.49023292890176,96.46978859053701,67.43
2024-02-22 12:22:17.897066,Wheat,Delhi,104.55781567023948,18.475142416232103,94.12357280205836,47.3
2024-02-22 12:22:17.897066,Wheat,Kolkata,104.511773648016,11.124718616440743,95.35817467122939,49.51
2024-02-22 12:22:17.897066,Onion,Mumbai,62.03837636515443,13.565487490854718,96.07324924801284,69.41
2024-02-22 12:22:17.897066,Rice,Mumbai,88.57234069925481,17.152340482162582,104.17627950363,50.55
2024-02-22 12:22:17.897066,Onion,Chennai,122.88953031723379,13.853475142258937,97.12073944694625,59.92
2024-02-23 12:22:17.897066,Wheat,Bangalore,134.0795768842468,12.489201988456443,96.29580167242344,45.46
2024-02-23 12:22:17.897066,Tomato,Chennai,62.50852803600548,12.511267370680489,99.36462592430885,68.02
2024-02-23 12:22:17.897066,Onion,Kolkata,91.49121867952393,18.990588835683557,92.90404380254951,63.7
2024-02-23 12:22:17.897066,Onion,Mumbai,131.61884609712237,18.590599289775383,107.68603003161093,62.26
2024-02-23 12:22:17.897066,Potato,Chennai,92.51874673728224,19.87811158706684,93.35187614879548,48.47
2024-02-23 12:22:17.897066,Wheat,Delhi,140.62964392076483,11.275549543162244,104.66006749610091,48.44
2024-02-23 12:22:17.897066,Potato,Bangalore,130.02377625199517,15.749661270661797,108.94439930684064,45.13
2024-02-23 12:22:17.897066,Potato,Delhi,129.45895403550853,13.96215679173664,99.2521241380434,47.82
2024-02-23 12:22:17.897066,Potato,Mumbai,108.58803891130611,17.130141842465555,93.24951686417413,45.34
2024-02-23 12:22:17.897066,Wheat,Delhi,100.34474548480584,13.068435041871375,91.28592906006863,47.71
2024-02-23 12:22:17.897066,Wheat,Chennai,74.61336656303585,17.991861552516102,93.07817508277014,49.76
2024-02-23 12:22:17.897066,Rice,Delhi,99.50318597759373,19.926753951403683,90.31327175310935,49.96
2024-02-23 12:22:17.897066,Onion,Chennai,91.92143797721512,17.69500263051233,109.38948801179203,65.48
2024-02-23 12:22:17.897066,Wheat,Chennai,130.84002574691038,10.804240038248775,109.2850621992862,45.25
2024-02-23 12:22:17.897066,Wheat,Bangalore,101.2659872410644,14.104549836861167,103.91818497724864,53.0
2024-02-23 12:22:17.897066,Tomato,Kolkata,135.47513083108373,17.914205895294153,100.88437611872064,56.09
2024-02-24 12:22:17.897066,Potato,Bangalore,97.40845518718615,12.348036486529086,102.3622315527113,52.08
2024-02-24 12:22:17.897066,Onion,Mumbai,121.17976128216603,15.941456996527386,94.47812390866844,59.26
2024-02-24 12:22:17.897066,Potato,Chennai,128.22043381622007,11.142070471202535,104.84046498820666,42.65
2024-02-24 12:22:17.897066,Potato,Bangalore,182.3958621656976,18.202782948277502,93.81136268036124,44.98
2024-02-24 12:22:17.897066,Wheat,Delhi,97.28997729729424,10.809644998279278,104.35220520698445,46.82
2024-02-24 12:22:17.897066,Potato,Kolkata,116.33173061959864,18.589352992313877,97.91649064879414,46.06
2024-02-24 12:22:17.897066,Wheat,Bangalore,100.65311817776092,14.816694398869258,102.8435671418878,48.5
2024-02-24 12:22:17.897066,Onion,Chennai,54.54309112664491,16.314250611022253,104.11846067186885,71.88
2024-02-24 12:22:17.897066,Tomato,Mumbai,108.11098198339792,13.499666885398076,94.03060216594808,57.73
2024-02-24 12:22:17.897066,Rice,Kolkata,110.23979596863211,16.024230929127725,102.32970012960516,47.82
2024-02-24 12:22:17.897066,Onion,Bangalore,87.14533911912953,18.455329279321855,93.2079011774952,67.47
2024-02-24 12:22:17.897066,Tomato,Chennai,110.16144563731035,12.337997629155645,96.46671903274269,60.63
2024-02-24 12:22:17.897066,Rice,Bangalore,88.00696693926373,19.573680327290965,98.0268732588037,51.07
2024-02-24 12:22:17.897066,Onion,Bangalore,83.18153281877667,14.25051090548808,100.12408052176606,68.75
2024-02-24 12:22:17.897066,Wheat,Bangalore,138.26220754867467,19.363299708768658,93.56283815064468,45.66
2024-02-24 12:22:17.897066,Rice,Bangalore,81.91633813900249,15.39368661526176,107.38832692661362,52.1
2024-02-24 12:22:17.897066,Wheat,Chennai,88.78042858031948,17.14465479780637,96.17460147723621,53.15
2024-02-24 12:22:17.897066,Potato,Chennai,110.53412096170274,18.693263626304343,102.37527654819195,49.42
2024-02-25 12:22:17.897066,Wheat,Delhi,130.89557012231143,19.85395550259865,105.15155180547262,46.84
2024-02-25 12:22:17.897066,Rice,Kolkata,126.67838175424153,16.638318942650468,107.8657370457169,49.53
2024-02-25 12:22:17.897066,Tomato,Bangalore,123.7941032201722,18.896015380010766,97.1708398423938,57.43
2024-02-25 12:22:17.897066,Rice,Kolkata,79.26198384654617,19.846560284373705,99.40795805713297,44.47
2024-02-25 12:22:17.897066,Tomato,Delhi,95.6507223064389,18.180003559062317,102.1101922505038,58.82
2024-02-25 12:22:17.897066,Tomato,Delhi,114.56885761838515,13.794562210155753,92.05297443715338,56.51
2024-02-25 12:22:17.897066,Potato,Delhi,162.03527274132975,14.202789279229329,107.738691837674,48.7
2024-02-25 12:22:17.897066,Onion,Kolkata,62.636601205908406,14.159668533301183,95.69737754624077,70.58
2024-02-25 12:22:17.897066,Onion,Bangalore,128.15013381962854,13.21799258254923,94.25319222554468,61.69
2024-02-25 12:22:17.897066,Tomato,Mumbai,137.72698874401627,16.63469003412598,100.34524449517,55.7
2024-02-25 12:22:17.897066,Rice,Chennai,99.78245834468942,16.392730642549328,106.44098371375438,47.87
2024-02-25 12:22:17.897066,Onion,Chennai,121.86748962769403,12.678826570329875,109.53480415719679,65.02
2024-02-25 12:22:17.897066,Onion,Chennai,121.50204217129988,13.260372232173765,96.7933097282852,60.35
2024-02-25 12:22:17.897066,Onion,Mumbai,151.9297428122494,19.26037525543062,97.41671054265156,63.65
2024-02-25 12:22:17.897066,Tomato,Delhi,138.48632993600256,17.52535026015026,100.423823640348,56.39
2024-02-26 12:22:17.897066,Rice,Mumbai,92.3443507958307,16.24898176894152,92.15083839303777,47.68
2024-02-26 12:22:17.897066,Tomato,Mumbai,67.45259298777788,17.389117414451455,92.14756218730037,63.17
2024-02-26 12:22:17.897066,Wheat,Kolkata,114.29037664470167,18.32262348725841,93.332447755106,47.07
2024-02-26 12:22:17.897066,Tomato,Kolkata,111.72139145510212,10.109102358427624,104.92270487885804,54.08
2024-02-26 12:22:17.897066,Onion,Mumbai,95.22446679987424,12.308805494633614,95.67574986622458,60.27
2024-02-26 12:22:17.897066,Tomato,Chennai,87.03580821999734,15.11647468779737,107.40108907981899,57.29
2024-02-26 12:22:17.897066,Onion,Bangalore,104.19042636487191,11.876202262642611,103.81866622918659,66.15
2024-02-26 12:22:17.897066,Rice,Mumbai,90.40593696137513,15.446010964918113,98.18026886501428,49.72
2024-02-26 12:22:17.897066,Onion,Chennai,123.01958117060289,16.413368635789176,103.89959996019934,63.41
2024-02-26 12:22:17.897066,Tomato,Chennai,45.20189861478452,13.203849521092046,106.10404281091905,68.28
2024-02-26 12:22:17.897066,Rice,Kolkata,80.31076394678902,18.164878698987447,109.9031697011106,51.4
2024-02-26 12:22:17.897066,Rice,Mumbai,145.96548635771333,12.437396387513413,90.59440366705225,43.04
2024-02-26 12:22:17.897066,Rice,Kolkata,101.98583762991662,19.155252665156954,101.38149079262246,50.26
2024-02-26 12:22:17.897066,Rice,Kolkata,60.75561969879702,15.510976385551956,99.87772114514324,52.83
2024-02-27 12:22:17.897066,Potato,Delhi,77.54524748898731,11.468460204471262,109.25034684816899,52.87
2024-02-27 12:22:17.897066,Onion,Bangalore,26.975945372905954,11.07986432651645,100.11373901661618,88.39
2024-02-27 12:22:17.897066,Onion,Bangalore,141.71435030300546,14.56997888840878,100.09927723631687,62.11
2024-02-27 12:22:17.897066,Wheat,Mumbai,98.75907217451557,12.882905528828495,97.26219912380552,49.82
2024-02-27 12:22:17.897066,Wheat,Bangalore,105.91623460332323,10.652351442014945,90.45186995225544,45.01
2024-02-27 12:22:17.897066,Tomato,Chennai,57.56656433102431,18.54109622561397,99.57664312151185,59.56
2024-02-27 12:22:17.897066,Potato,Chennai,83.96430728170542,15.658323021965803,104.08442221304863,50.31
2024-02-27 12:22:17.897066,Wheat,Kolkata,120.33930888049767,10.638345909413957,99.63767124181314,45.18
2024-02-28 12:22:17.897066,Potato,Bangalore,131.86114269177205,19.28161502465085,107.20331922719406,47.39
2024-02-28 12:22:17.897066,Tomato,Mumbai,100.34827322009123,15.898560018895335,107.11340183337778,59.86
2024-02-28 12:22:17.897066,Potato,Mumbai,19.45071511240772,19.007563770651853,95.07572691145836,92.36
2024-02-28 12:22:17.897066,Onion,Delhi,105.45648114254764,19.577540558867888,97.27421147782601,64.48
2024-02-28 12:22:17.897066,Wheat,Bangalore,60.05949854184216,15.000904046594586,109.48570982400918,56.01
2024-02-28 12:22:17.897066,Tomato,Bangalore,113.00624153046877,19.706136128275645,100.72609394838605,56.88
2024-02-28 12:22:17.897066,Onion,Kolkata,115.56322376003504,16.880902393119182,104.04729111672728,66.79
2024-02-28 12:22:17.897066,Rice,Kolkata,52.96504039318304,15.216499255719754,93.8643492396015,55.4
2024-02-28 12:22:17.897066,Potato,Delhi,92.37459703508877,17.826397832966016,93.6706630876345,50.21
2024-02-28 12:22:17.897066,Tomato,Bangalore,107.58015913043893,16.52046726010495,90.88564343961036,59.78
2024-02-28 12:22:17.897066,Tomato,Bangalore,112.50088179348715,16.510169491561577,106.9726243125392,61.79
2024-02-28 12:22:17.897066,Tomato,Mumbai,105.56861311143793,15.336364631733364,90.47266817075194,57.84
2024-02-28 12:22:17.897066,Tomato,Chennai,91.25899889539058,11.080309768302385,96.56745086379384,55.89
2024-02-28 12:22:17.897066,Tomato,Bangalore,121.41879234096203,11.996862301838664,98.91627070853073,52.71
2024-02-28 12:22:17.897066,Onion,Delhi,104.60033469626097,18.447987216049317,92.53349742185071,64.7
2024-02-29 12:22:17.897066,Potato,Chennai,66.18187104031081,12.889608915148525,94.23613803447148,51.87
2024-02-29 12:22:17.897066,Wheat,Kolkata,153.97901857462452,18.86704737993092,98.64824024142762,46.84
2024-02-29 12:22:17.897066,Tomato,Chennai,61.14376513553764,16.740143653584546,95.24171839829675,64.55
2024-02-29 12:22:17.897066,Tomato,Chennai,148.9055132369325,15.9865533704683,90.11950408065431,54.15
2024-02-29 12:22:17.897066,Rice,Kolkata,100.88881325122354,17.014461589864023,97.3818919291929,48.07
2024-02-29 12:22:17.897066,Onion,Delhi,100.26386174559491,18.290799306507324,94.82001515461414,66.2
2024-02-29 12:22:17.897066,Rice,Kolkata,87.89405735111302,17.55421374761266,101.2946525283543,49.28
2024-02-29 12:22:17.897066,Onion,Chennai,113.65561061598923,12.951236228983928,101.62266698672543,57.72
2024-02-29 12:22:17.897066,Tomato,Kolkata,67.61006115458639,12.607284785079715,94.42529130991633,64.38
2024-02-29 12:22:17.897066,Onion,Mumbai,113.87551610466842,17.990185467862865,93.33115031390884,65.98
2024-02-29 12:22:17.897066,Onion,Mumbai,71.76195839684812,11.37808887131661,100.9697154797633,67.61
2024-02-29 12:22:17.897066,Tomato,Bangalore,69.31475982717473,14.55396086599746,100.66707855268095,62.7
2024-03-01 12:22:17.897066,Onion,Kolkata,132.7076545107883,12.462030968799933,102.97456155504268,66.49
2024-03-01 12:22:17.897066,Rice,Mumbai,132.74913496935204,13.132752328196442,97.44551657110878,47.5
2024-03-01 12:22:17.897066,Tomato,Mumbai,77.83808806862018,10.449371692691908,101.15702157729714,68.93
2024-03-01 12:22:17.897066,Tomato,Kolkata,81.82950021274337,18.333384688161587,94.09109229793835,61.19
2024-03-01 12:22:17.897066,Tomato,Bangalore,73.17618628645317,10.860691015063265,91.62488885973846,63.14
2024-03-01 12:22:17.897066,Onion,Mumbai,115.5738924954786,12.319871432638923,97.51806537051849,60.44
2024-03-01 12:22:17.897066,Tomato,Kolkata,112.97896359537506,13.177250961994714,104.44267005553944,60.94
2024-03-01 12:22:17.897066,Rice,Delhi,120.85246307250438,11.076647463492854,96.35440532422794,43.91
2024-03-01 12:22:17.897066,Wheat,Delhi,95.96082591951856,19.31824796877558,97.22692813525393,52.36
2024-03-01 12:22:17.897066,Potato,Mumbai,105.26815988226943,18.8998814898191,102.25102178446332,49.65
2024-03-01 12:22:17.897066,Onion,Kolkata,77.63999196816732,11.685436538229263,105.12493499864539,69.28
2024-03-01 12:22:17.897066,Potato,Bangalore,128.84382682097726,14.243663739369909,98.60682116676786,47.46
2024-03-02 12:22:17.897066,Tomato,Mumbai,58.77042658526703,16.052718742648153,97.60279220910459,69.73
2024-03-02 12:22:17.897066,Potato,Bangalore,94.3579305746498,12.307259546740848,96.62747383833015,48.74
2024-03-02 12:22:17.897066,Wheat,Delhi,128.04395215360586,10.044367666184753,102.83588789406276,47.04
2024-03-02 12:22:17.897066,Onion,Mumbai,103.51689483519752,11.211809966705852,97.50562118783805,64.02
2024-03-02 12:22:17.897066,Onion,Kolkata,140.12995033536447,15.304767142484938,91.13238024425699,64.73
2024-03-02 12:22:17.897066,Onion,Mumbai,122.9228172869362,16.147301443568423,98.3495189863937,61.66
2024-03-02 12:22:17.897066,Potato,Delhi,123.05293370338583,15.02429699710147,109.75199995146161,49.76
2024-03-02 12:22:17.897066,Onion,Kolkata,106.12214554616408,11.594892556879152,107.80900780094879,63.88
2024-03-02 12:22:17.897066,Potato,Chennai,126.5624664805585,12.952056106353547,105.04111863830084,46.86
2024-03-02 12:22:17.897066,Potato,Kolkata,104.50681703228662,11.756176536938684,96.42276931828987,47.49
2024-03-02 12:22:17.897066,Tomato,Kolkata,69.31848180749807,11.535353249972294,90.77598395704604,63.6
2024-03-03 12:22:17.897066,Rice,Delhi,57.02022658798188,16.51953482244557,94.87924841602414,60.17
